"CODE","NAME","POSTCODE","NUMBER_OF_PRACTITIONERS","NUMBER_OF_PATIENTS","latitude","longitude"
"F82621","DEWEY PRACTICE (DR CHRISTOPHER)","RM10 7YU",6,4341,51.551343,0.158311
"F82624","UPMINSTER BRIDGE SURGERY","RM12 6PL",3,3854,51.558957,0.235279
"F82625","ABBEY MEDICAL CENTRE","IG11 8RJ",9,7377,51.542256,0.078216
"F82627","RAINHAM & UPMINSTER MEDICAL CENTRE","RM13 9AB",7,5502,51.519364,0.197074
"F82630","CHASE CROSS MEDICAL CENTRE","RM5 3PJ",4,6808,51.600118,0.164796
"F82634","HEATHWAY MEDICAL CENTRE","RM10 9HU",6,5615,51.535187,0.152111
"F82638","MODERN MEDICAL CENTRE","RM7 0PX",4,6809,51.56542,0.177619
"F82642","GABLES SURGERY","RM8 2LD",11,6980,51.545702,0.117863
"F82647","DR R CHIBBER'S PRACTICE","IG11 9XQ",2,5011,51.538804,0.083741
"F82648","INGREBOURNE MEDICAL CENTRE","RM3 7JJ",2,3449,51.600308,0.210579
"F82649","BERWICK SURGERY","RM13 9QU",5,4601,51.527175,0.213971
"F82650","DR AA ANSARI'S PRACTICE","IG11 9RS",8,9122,51.535424,0.0943
"F82660","TULASI MEDICAL CENTRE","RM8 3XU",14,20962,51.561005,0.124489
"F82661","GREEN LANE SURGERY","RM8 1BX",3,3853,51.561295,0.133751
"F82663","DR MARKS PRACTICE","RM1 2SB",2,3808,51.572553,0.192379
"F82666","RAHMAN & TSOI","RM12 5PA",2,4951,51.547281,0.204072
"F82670","ABBAMOOR SURGERY","RM3 9SU",2,3134,51.606266,0.224895
"F82671","STRAIGHT ROAD SURGERY","RM3 7JJ",2,3217,51.600308,0.210579
"F82674","CRANHAM HEALTH CENTRE","RM14 1RG",5,5311,51.568865,0.265291
"F82675","BILLET LANE MEDICAL PRACTICE","RM11 1XA",2,3578,51.566748,0.219009
"F82677","BECONTREE MEDICAL CENTRE","RM8 3HP",10,7288,51.559372,0.141076
"F82678","DR KM ALKAISY PRACTICE","RM9 6EA",2,4842,51.537112,0.133341
"F82679","DR DP SHAH'S PRACTICE","RM10 8EJ",2,5067,51.545122,0.160037
"F82680","HIGHGROVE SURGERY","IG11 9LX",4,8417,51.538564,0.098727
"F82686","ASHTON GARDENS SURGERY","RM6 6RT",3,3372,51.573716,0.140105
"F84003","LOWER CLAPTON GENERAL PRACTICE","E5 0PQ",36,15057,51.550922,-0.050991
"F84004","MARKET STREET HEALTH GROUP","E6 2RA",13,13527,51.530994,0.057489
"F84006","THE SHREWSBURY CENTRE","E7 8QP",11,15687,51.540929,0.043312
"F84008","BARTON HOUSE GROUP PRACTICE","N16 9JT",30,12290,51.560457,-0.083924
"F84009","STRATFORD VILLAGE SURGERY","E15 4BZ",22,11554,51.542097,0.006389
"F84010","ST. BARTHOLOMEWS SURGERY","E6 3BA",8,10791,51.532435,0.051799
"F84012","ALBION HEALTH CENTRE","E1 1BU",11,9617,51.520017,-0.057658
"F84013","STAMFORD HILL GROUP PRACTICE","N16 6UA",23,16296,51.573648,-0.070024
"F84014","UPTON LANE MEDICAL CENTRE","E7 9PB",10,8141,51.543102,0.026421
"F84015","KINGSMEAD HEALTHCARE","E9 5QG",12,5473,51.551803,-0.034783
"F84016","THE MISSION PRACTICE","E2 9LS",20,12598,51.531373,-0.056483
"F84017","STAR LANE MEDICAL CENTRE","E16 4QH",21,20528,51.519873,0.010674
"F84018","THE NIGHTINGALE PRACTICE","E5 8BY",17,12042,51.558261,-0.062434
"F84021","LONDON FIELDS MEDICAL CENTRE","E8 4QJ",20,10677,51.536584,-0.06161
"F84022","STRATFORD HEALTH CENTRE","E15 1EN",15,8118,51.544651,0.004714
"F84025","GOUGH WALK PRACTICE","E14 0EY",14,11805,51.510477,-0.012625
"F84030","RUSTON STREET CLINIC","E3 2LR",9,3818,51.536264,-0.027306
"F84031","THE JUBILEE STREET PRACTICE LTD","E1 0LS",21,14490,51.513595,-0.050552
"F84033","SOMERFORD GROVE PRACTICE","N16 7UA",21,11932,51.553797,-0.072621
"F84034","ST. STEPHENS HEALTH CENTRE","E3 5ED",27,13405,51.532455,-0.031163
"F84035","RICHMOND ROAD MEDICAL CENTRE","E8 3HN",16,14331,51.543051,-0.065532
"F84036","THE CEDAR PRACTICE","N4 2NU",12,7439,51.568531,-0.093757
"F84038","BEECHWOOD MEDICAL CENTRE","E8 3AH",4,3932,51.546086,-0.070569
"F84039","GOODMAN'S FIELD HEALTH CENTRE","E1 2LP",27,28567,51.514128,-0.062508
"F84041","SOUTHGATE ROAD MEDICAL CENTRE","N1 3JS",6,6653,51.540861,-0.085497
"F84044","HARLEY GROVE MEDICAL CTR.","E3 2AT",9,7828,51.527964,-0.027752
"F84047","CUSTOM HOUSE SURGERY","E16 3NA",17,9723,51.512808,0.025206
"F84050","BOLEYN MEDICAL CENTRE","E6 3BD",7,12325,51.531057,0.044197
"F84051","STROUTS PLACE MEDICAL CENTRE","E2 7QU",6,8288,51.52948,-0.074152
"F84052","ESSEX LODGE","E13 0AS",16,14008,51.527915,0.026685
"F84053","GREENGATE MEDICAL CENTRE","E13 8PS",6,7999,51.52521,0.027661
"F84054","THE LIMEHOUSE PRACTICE","E14 8HQ",21,11837,51.511253,-0.028747
"F84055","THE GROVE ROAD SURGERY","E3 5TW",5,4294,51.529785,-0.038875
"F84060","ATHENA MEDICAL CENTRE","E5 0QP",7,4906,51.554943,-0.053257
"F84062","THE CHRISP STREET HTH CTR","E14 6PG",25,15497,51.514211,-0.014336
"F84063","THE DALSTON PRACTICE","E8 1PG",11,6078,51.547773,-0.067207
"F84069","WELL STREET SURGERY","E9 7TA",31,13948,51.539237,-0.052847
"F84070","LATHOM ROAD MEDICAL CENTRE","E6 2DU",6,7481,51.538066,0.052675
"F84072","DE BEAUVOIR SURGERY","N1 5QT",19,11509,51.538458,-0.078215
"F84074","THE GRAHAM PRACTICE","E12 6SU",8,11375,51.541576,0.049009
"F84077","NEWHAM VICARAGE PRACTICE","E15 4ES",9,9288,51.541412,0.010023
"F84079","THE WAPPING GROUP PRACTICE","E1W 2RL",23,11845,51.506137,-0.058928
"F84080","FOUNTAYNE ROAD MEDICAL PRACTICE","N16 7EA",12,5191,51.56442,-0.065145
"F84081","THE SPITALFIELDS PRACTICE","E1 5PB",10,14684,51.517355,-0.069605
"F84083","BETHNAL GREEN HEALTH CTR.","E2 6LL",13,9710,51.526916,-0.064256
"F84086","THE FOREST PRACTICE","E7 0EP",7,7234,51.55052,0.02489
"F84087","HARFORD HEALTH CENTRE","E1 4FG",14,9930,51.51853,-0.038423
"F84088","PLASHET ROAD MEDICAL CENTRE","E13 0QT",6,5745,51.537491,0.033023
"F84092","GLEN ROAD MEDICAL CENTRE","E13 8RU",12,8477,51.522221,0.03253
"F84093","TOLLGATE MEDICAL CENTRE","E6 5JS",27,18128,51.515573,0.056362
"F84096","THE LAWSON PRACTICE","N1 5HZ",34,13696,51.533775,-0.079465
"F84097","CLAREMONT CLINIC","E7 8AB",20,11531,51.5475,0.033612
"F84105","THE LEA SURGERY","E9 6AG",5,11839,51.548273,-0.043113
"F84111","ABBEY ROAD MEDICAL PRACTICE","E15 3LT",13,10696,51.534784,0.005881
"F84114","CITY SQUARE MEDICAL GROUP","E1 2LX",14,11077,51.51336,-0.061763
"F84115","THE STATHAM GROVE SURGERY","N16 9DP",15,8430,51.557463,-0.08946
"F84117","QUEENSBRIDGE GROUP PRACTICE","E8 3XP",22,10157,51.541468,-0.071483
"F84118","WELLINGTON WAY HEALTH CENTRE","E3 4NE",11,5904,51.525917,-0.024841
"F84119","THE HERON PRACTICE","N4 2NU",23,12352,51.568531,-0.093757
"F84121","E12 HEALTH","E12 6AQ",23,14615,51.547785,0.053833
"F84122","XX PLACE HEALTH CENTRE","E1 4DG",27,16837,51.525048,-0.042206
"F84123","SUTTONS WHARF HEALTH CENTRE","E2 0PJ",17,17336,51.528034,-0.048191
"F84124","THE PROJECT SURGERY","E13 0LN",8,5213,51.532273,0.020636
"F84601","ELSDALE STREET SURGERY","E9 6QY",14,7358,51.543033,-0.049094
"F84619","THE RIVERSIDE PRACTICE","E5 9BQ",5,4879,51.565262,-0.05133
"F84620","THE WICK HEALTH CENTRE","E9 5TD",10,7439,51.548067,-0.037672
"F84621","SANDRINGHAM PRACTICE","E8 1PG",10,4214,51.547773,-0.067207
"F84632","THE GREENHOUSE WALK-IN","E9 7SN",11,1175,51.538827,-0.055343
"F84635","SHOREDITCH PARK SURGERY","N1 5DR",12,9950,51.533527,-0.086829
"F84636","THE SURGERY (BARRETTS GROVE)","N16 8AR",6,6538,51.5522,-0.078285
"F84640","THE NEAMAN PRACTICE","EC1A 7HF",17,10328,51.518984,-0.098194
"F84641","BIRCHDALE ROAD MEDICAL CENTRE","E7 8AR",2,3179,51.546759,0.038426
"F84642","LUCAS AVENUE PRACTICE","E13 0QP",14,12882,51.536254,0.030733
"F84647","ROSERTON STREET SURGERY","E14 9WU",13,8969,51.491152,-0.021143
"F84656","DOCKLANDS MEDICAL CENTRE","E14 9WU",22,9954,51.491152,-0.021143
"F84657","CUMBERLAND MEDICAL CENTRE","E13 8LS",5,4848,51.519861,0.026081
"F84658","SANGAM PRACTICE","E12 5JF",9,10915,51.554081,0.055271
"F84660","DR CM PATEL'S SURGERY","E7 8LZ",2,3007,51.540966,0.035384
"F84666","THE RUIZ MEDICAL PRACTICE","E16 1HT",5,5824,51.511927,0.013596
"F84668","THE CLAPTON SURGERY","E5 9BQ",10,6416,51.565262,-0.05133
"F84669","NEWHAM MEDICAL CENTRE","E13 9DA",12,10450,51.531438,0.037194
"F84670","WESTBURY ROAD MEDICAL PRACTICE","E7 8BU",5,4856,51.545786,0.030191
"F84672","FIRST 4 HEALTH GROUP - E7 HEALTH","E7 0EP",8,7050,51.55052,0.02489
"F84673","ESK ROAD MEDICAL CENTRE","E13 8LJ",3,767,51.522454,0.024266
"F84676","THE STROUDLEY WLK HTH CTR","E3 4NE",5,4201,51.525917,-0.024841
"F84677","EAST END MEDICAL CENTRE","E13 0QA",7,6685,51.537311,0.025228
"F84681","BALAAM STREET PRACTICE","E13 8AF",8,5973,51.526724,0.023807
"F84685","THE ELM PRACTICE","N16 7EA",7,2995,51.56442,-0.065145
"F84686","THE SURGERY (CRANWICH ROAD)","N16 5JF",7,8307,51.573659,-0.081626
"F84692","THE HOXTON SURGERY","N1 5DR",14,7680,51.533527,-0.086829
"F84694","THE SURGERY (BROOKE ROAD)","N16 7LR",7,4476,51.560052,-0.070755
"F84696","TREDEGAR PRACTICE","E3 5JD",12,6002,51.53114,-0.03158
"F84698","ABERFELDY PRACTICE","E14 0PU",16,11064,51.514483,-0.004927
"F84710","ISLAND HEALTH","E14 3BQ",31,15059,51.495357,-0.013513
"F84711","ROSEWOOD PRACTICE","N16 7EA",2,1937,51.56442,-0.065145
"F84714","ST. PAUL'S WAY MEDICAL CTR","E14 7LJ",12,16177,51.517862,-0.024483
"F84716","THE ALLERTON ROAD SURGERY","N16 5UF",14,5796,51.565724,-0.090383
"F84717","ROYAL DOCKS MEDICAL PRACTICE","E6 5NA",16,11718,51.50946,0.062932
"F84718","THE BLITHEHALE MED.CTR.","E2 6JA",19,14953,51.523775,-0.065196
"F84719","LATIMER HEALTH CENTRE","E9 6RT",5,5295,51.54659,-0.049503
"F84720","HEALY MEDICAL CENTRE","E5 9DH",5,5567,51.567016,-0.060057
"F84724","WOODGRANGE MEDICAL PRACTICE","E7 0QH",29,15952,51.548596,0.025253
"F84729","THE MANOR PARK PRACTICE","E12 5JG",4,4863,51.55393,0.057339
"F84730","THE VICARAGE LANE SURGERY","E15 4ES",5,9641,51.541412,0.010023
"F84731","ST. KATHERINE'S DOCK PRACTICE","E1W 1UA",1,2079,51.506983,-0.068285
"F84733","HEALTH E1","E1 6PU",6,1067,51.518304,-0.071525
"F84735","THE AZAD PRACTICE","E6 3BD",3,8458,51.531057,0.044197
"F84739","E12 MEDICAL CENTRE","E12 6SJ",3,5390,51.540858,0.050448
"F84740","NEWHAM TRANSITIONAL PRACTICE","E12 6AQ",6,4116,51.547785,0.053833
"F84741","DR T KRISHNAMURTHY","E7 8QR",4,2245,51.539588,0.04536
"F84742","THE SUMMITT PRACTICE","E7 8QR",3,2587,51.539588,0.04536
"F84747","THE BARKANTINE PRACTICE","E14 8JH",17,26729,51.500806,-0.025725
"F84749","CARPENTERS PRACTICE","E15 2JA",14,20304,51.537245,-0.003342
"F86001","THE FIRS","E17 7JT",17,7756,51.580297,-0.035127
"F86004","HANDSWORTH MEDICAL PRACTICE","E4 9PD",17,16019,51.6079,0.000853
"F86005","THE PENRHYN SURGERY","E17 5DB",10,9509,51.597129,-0.023661
"F86006","DR S PHILLIPS AND DR M PATEL PRACTICE","E10 7LD",4,6846,51.569178,-0.027802
"F86007","THE FOREST EDGE PRACTICE","IG7 4DF",13,13158,51.608062,0.103734
"F86008","GANTS HILL MEDICAL CENTRE","IG2 6UW",5,10623,51.577157,0.064452
"F86009","THE PALMS MEDICAL CENTRE","IG2 7NW",8,7361,51.576983,0.088532
"F86010","FULLWELL CROSS MED. CTR.","IG6 2HG",14,14480,51.594621,0.083782
"F86011","THE MANOR PRACTICE","E10 7DY",7,9564,51.571311,-0.022024
"F86012","RYDAL","IG8 9QJ",11,9799,51.608432,0.020102
"F86013","THE BROADWAY SURGERY","IG8 0HF",7,7068,51.608555,0.033322
"F86018","THE ECCLESBOURNE PRACTICE","E17 9DP",7,9951,51.580627,-0.001454
"F86020","GLEBELANDS PRACTICE","E18 2AB",8,5868,51.5928,0.023942
"F86022","ILFORD MEDICAL CENTRE","IG1 1EE",16,14215,51.556823,0.074319
"F86023","THE EVERGREEN SURGERY","E11 2AQ",10,9433,51.578106,0.025582
"F86025","OAK TREE MEDICAL CENTRE","IG3 9TJ",16,16902,51.560744,0.096473
"F86026","THE FOREST SURGERY","E17 4BA",9,7189,51.594726,-0.005037
"F86028","CHADWELL HEATH SURGERY","RM6 4AF",8,10536,51.57356,0.124916
"F86030","QUEENS ROAD MEDICAL CENTRE","E17 8PX",5,8098,51.579799,-0.02047
"F86032","WANSTEAD PLACE SURGERY","E11 2SW",10,9337,51.578101,0.023188
"F86034","GREEN LANE, GOODMAYES MEDICAL PRACTICE","IG3 9RN",5,5662,51.56329,0.113556
"F86036","THE ALLUM MEDICAL CENTRE","E11 1BN",17,14998,51.569923,0.003459
"F86038","SMA MEDICAL PRACTICE","E10 6RA",20,11545,51.570816,-0.008711
"F86040","DR A ARIF","RM8 2AJ",3,5246,51.551395,0.115343
"F86042","BALFOUR ROAD SURGERY","IG1 4JE",7,6353,51.563043,0.075918
"F86044","CRAWLEY ROAD MEDICAL CENTRE","E10 5EL",9,10192,51.564276,-0.011319
"F86045","HIGH ROAD SURGERY","E11 4HH",3,2029,51.553496,0.005044
"F86057","THE WILLOWS PRACTICE","IG7 4DF",13,6654,51.608062,0.103734
"F86058","ST JAMES MEDICAL PRACTICE LIMITED","E17 7NH",13,16565,51.58038,-0.032049
"F86060","NEWBURY GROUP PRACTICE","IG2 7LE",14,15734,51.576435,0.085981
"F86062","GROVE SURGERY","E17 9BU",5,7250,51.579197,-0.01097
"F86064","THE ELMHURST PRACTICE","E18 2QS",10,4890,51.597471,0.022226
"F86066","SOUTHDENE SURGERY","E18 1BD",10,8193,51.594432,0.02482
"F86074","LEYTON HEALTHCARE 4TH FLOOR","E10 5LG",9,15254,51.559894,-0.013313
"F86078","THE RIDGEWAY SURGERY","E4 7JX",9,6907,51.628702,-0.011031
"F86081","KENWOOD MEDICAL","IG2 6YG",7,6295,51.581413,0.072006
"F86082","ILFORD LANE SURGERY","IG1 2SN",7,5871,51.546491,0.076864
"F86083","THE EASTERN AVENUE MEDICAL CENTRE","IG2 6RJ",11,6570,51.581055,0.073433
"F86085","HAINAULT SURGERY","IG6 2XG",2,3210,51.602179,0.086107
"F86086","DR DHITAL PRACTICE","E17 3LA",3,6179,51.587786,-0.003074
"F86087","GOODMAYES MEDICAL CENTRE","IG3 8XB",2,7676,51.567626,0.109906
"F86088","THE LYNDHURST SURGERY","E10 6JB",5,4920,51.571964,-0.003869
"F86607","ADDISON ROAD MEDICAL PRACTICE","E17 9LY",19,15271,51.583176,-0.00905
"F86612","THE FULLWELL AVENUE SURGERY","IG5 0SB",4,3383,51.596366,0.072109
"F86616","THE OLD CHURCH SURGERY","E4 6UN",13,7864,51.620089,-0.00105
"F86621","DR MOHAMMED GREEN MAN MEDICAL CENTRE","E11 1GA",3,6448,51.571506,0.015001
"F86624","THE HEATHCOTE PRIMARY CARE CENTRE","IG2 6YG",2,3151,51.581413,0.072006
"F86625","LL MEDICAL CARE LTD","E11 4HX",7,5847,51.555415,0.0021
"F86626","DR SHANTIR PRACTICE","E17 5JL",6,6873,51.589697,-0.026175
"F86627","CHURCHILL MEDICAL CENTRE","E4 8DG",23,13256,51.618226,-0.018466
"F86637","SEVEN KINGS PRACTICE","IG3 8BG",3,5060,51.563463,0.096829
"F86638","THE MICROFACULTY","E4 8LT",6,5250,51.612559,-0.018366
"F86641","THE SHRUBBERIES MEDICAL CENTRE","E18 1BD",7,7876,51.594432,0.02482
"F86642","CASTLETON ROAD HEALTH CENTRE","IG3 9QW",6,4754,51.563935,0.112636
"F86644","WALTHAM FOREST COMM & FAM HTH SERV LTD","E17 3LA",11,9471,51.587786,-0.003074
"F86650","LIME TREE SURGERY","E11 4JT",8,7886,51.555718,0.005417
"F86652","THE DRIVE SURGERY","IG1 3HZ",2,6912,51.567634,0.060384
"F86657","YORK ROAD SURGERY","IG1 3AF",5,8069,51.559165,0.065859
"F86658","QUEEN MARY PRACTICE","E18 2QS",6,5156,51.597471,0.022226
"F86664","LARKSHALL MEDICAL CENTRE","E4 7HS",6,8407,51.626945,0.002965
"F86666","HARROW ROAD GP CENTRE","E11 3QE",15,14835,51.559538,0.012856
"F86679","HIGHAM HILL MEDICAL CENTRE","E17 5RQ",12,6199,51.594829,-0.034616
"F86689","THE BAILEY PRACTICE","E17 9HS",2,4390,51.583847,-0.007274
"F86691","CLAYHALL CLINIC","IG5 0LG",11,10740,51.591252,0.051448
"F86692","MATHUKIA'S SURGERY","IG1 2SF",4,10586,51.549753,0.075356
"F86696","FRANCIS ROAD MEDICAL CENTRE","E10 6PP",13,6745,51.561938,-0.003804
"F86698","CRANBROOK SURGERY","IG2 6RJ",4,5106,51.581055,0.073433
"F86700","KINGS HEAD MEDICAL PRACTICE","E4 7NX",3,3897,51.635688,-0.011448
"F86701","KIYANI MEDICAL PRACTICE","E11 4HX",3,3758,51.555415,0.0021
"F86702","ST CLEMENT'S SURGERY","IG1 4LA",6,4941,51.563763,0.072933
"F86703","THE REDBRIDGE SURGERY","IG4 5BZ",4,3834,51.577651,0.053722
"F86705","LANGTHORNE SHARMA FAMILY PRACTICE","E11 4HX",2,3526,51.555415,0.0021
"F86707","FENCE PIECE ROAD MEDICAL CENTRE","IG6 2NB",5,6729,51.600169,0.084296
"F86708","CLAREMONT MEDICAL CENTRE","E17 5RJ",4,2735,51.594626,-0.03366
"F86712","HAMPTON MEDICAL CENTRE","E11 4BB",4,3476,51.566504,1.8e-05
"F86731","ALDERSBROOK MEDICAL CENTRE","E12 5DL",8,4296,51.560712,0.038197
"Y00090","THE DOCTORS HOUSE","IG3 8LF",12,8117,51.565389,0.094191
"Y00155","GROVE SURGERY","RM6 4YU",3,9687,51.576472,0.12254
"Y00312","THE ROBINS SURGERY, HAROLD HILL HEALTH C","RM3 9SU",4,4924,51.606266,0.224895
"Y00403","TROWBRIDGE PRACTICE","E9 5NE",5,7544,51.545392,-0.029349
"Y00918","GRANVILLE MEDICAL CENTRE","IG1 4JY",5,6654,51.563158,0.07096
"Y01280","SHIFA MEDICAL PRACTICE","IG11 7RS",1,2226,51.531445,0.081372
"Y01291","CHINGFORD MEDICAL PRACTICE","E4 8LF",12,9079,51.616083,-0.022546
"Y01719","PRIME PRACTICE PARTNERSHIP","RM10 9HU",9,7294,51.535187,0.152111
"Y01795","THE OVAL PRACTICE","RM10 7YU",1,3985,51.551343,0.158311
"Y01839","SINNOTT MEDICAL CENTRE","E17 5QB",5,6192,51.598327,-0.039417
"Y02575","OMNES HEALTHCARE LTD","RM8 2EQ",17,21887,51.545355,0.122606
"Y02928","THE PRACTICE ALBERT ROAD","E16 2DY",13,19047,51.501557,0.053108
"Y02973","KINGS PARK SURGERY","RM3 0FE",18,8743,51.593184,0.225699
"Y02987","AT MEDICS - THE LOXFORD PRACTICE","IG1 2SN",15,23811,51.546491,0.076864
"Y03023","ST ANDREWS HEALTH CENTRE","E3 3FF",31,15179,51.523949,-0.014302
"Y03049","SPRING HILL PRACTICE","N16 5SR",31,14695,51.566027,-0.073607
"Y04273","LIBERTY BRIDGE ROAD PRACTICE","E20 1AS",26,18347,51.547818,-0.006369
"Y06592","SPECIAL ALLOCATION SCHEME (NEL)","SE6 4JH",3,156,51.449319,-0.018045
"M84001","RED ROOFS SURGERY","CV11 5TW",26,14730,52.518995,-1.467458
"M84002","POOL MEDICAL CENTRE","B80 7QU",13,7662,52.270794,-1.896705
"M84003","ARBURY MEDICAL CENTRE","CV10 8LW",13,9240,52.51662,-1.497961
"M84004","WHITEHALL MEDICAL PRACTICE","CV21 3AQ",13,14284,52.370602,-1.251408
"M84005","CHAPEL END SURGERY","CV10 0JH",6,4576,52.53723,-1.516318
"M84006","PEAR TREE SURGERY","B78 2NR",18,10420,52.563694,-1.680145
"M84007","DORDON & POLESWORTH GROUP PRACTICE","B78 1QA",17,12829,52.604024,-1.614159
"M84008","SPRING HILL MEDICAL CENTRE","CV7 8FD",18,10002,52.510359,-1.585355
"M84009","FENNY COMPTON SURGERY","CV47 2YG",9,5429,52.168558,-1.390136
"M84010","AVONSIDE HEALTH CENTRE","CV34 5GJ",15,10134,52.289085,-1.561177
"M84011","BEDWORTH HEALTH CENTRE","CV12 8NQ",31,20907,52.478626,-1.472657
"M84012","PARK LEYS MEDICAL PRACTICE","CV6 2FL",18,14609,52.437994,-1.531085
"M84013","CASTLE MEDICAL CENTRE","CV8 1JP",22,12030,52.341508,-1.575821
"M84014","BRIDGE HOUSE MEDICAL CENTRE","CV37 6HE",16,9287,52.19055,-1.709924
"M84015","CROFT MEDICAL CENTRE","CV31 1SA",20,14872,52.278398,-1.511374
"M84016","WOLSTON SURGERY","CV8 3HG",5,4333,52.376806,-1.392727
"M84017","CLARENDON LODGE MEDICAL CENTRE","CV32 5SS",23,13693,52.294043,-1.531715
"M84018","BIDFORD HEALTH CENTRE","B50 4LX",13,13318,52.171789,-1.834944
"M84019","THE ATHERSTONE SURGERY","CV9 1EU",16,16444,52.578489,-1.542368
"M84020","CLIFTON ROAD SURGERY","CV21 3QF",18,14629,52.371937,-1.25215
"M84021","ROTHER HOUSE MEDICAL CENTRE","CV37 6PP",31,16515,52.193728,-1.713746
"M84022","MANOR COURT SURGERY","CV11 5HX",11,8540,52.526988,-1.477708
"M84023","CENTRAL SURGERY","CV21 3SP",31,20517,52.371743,-1.265473
"M84024","HENLEY-IN-ARDEN MED CTR","B95 5GD",11,6628,52.290667,-1.778717
"M84025","SHIPSTON MEDICAL CENTRE","CV36 4BQ",19,11793,52.067777,-1.623302
"M84026","SOUTHAM SURGERY","CV47 1NY",16,7973,52.251212,-1.385752
"M84028","PRIORY MEDICAL CENTRE","CV34 4NA",25,18413,52.283327,-1.584098
"M84029","CUBBINGTON RD SURGERY","CV32 7AT",14,7376,52.305893,-1.518523
"M84030","HASTINGS HOUSE SURGERY","CV35 9RH",22,12599,52.19634,-1.593808
"M84031","REVEL SURGERY","CV23 0LU",17,7658,52.41228,-1.361421
"M84032","WATERSIDE MEDICAL CENTRE","CV31 2BB",14,13483,52.283202,-1.529997
"M84034","WHITESTONE SURGERY","CV11 4SB",7,2619,52.499906,-1.435663
"M84035","WESTSIDE MEDICAL CENTRE","CV21 2DN",13,11480,52.372669,-1.265622
"M84036","ABBEY MEDICAL CENTRE","CV8 1JD",14,14931,52.342963,-1.577462
"M84037","THE GRANGE MEDICAL CENTRE","CV11 6AB",14,12127,52.526837,-1.458215
"M84040","SHERBOURNE MEDICAL CENTRE","CV32 4RA",15,10440,52.29289,-1.532618
"M84041","RIVERSLEY ROAD SURGERY","CV11 5QT",9,6047,52.519003,-1.469262
"M84042","HAZELWOOD GROUP PRACTICE","B46 3LD",16,10433,52.496975,-1.706752
"M84043","TRINITY COURT SURGERY","CV37 6HJ",21,19946,52.194836,-1.71272
"M84044","HARBURY SURGERY","CV33 9HR",10,5908,52.236945,-1.458117
"M84046","DUNCHURCH SURGERY","CV22 6AP",10,8114,52.337874,-1.290193
"M84047","TANWORTH-IN-ARDEN MED CTR","B94 5DY",7,4859,52.342097,-1.844748
"M84049","ALCESTER HEALTH CENTRE","B49 6QR",12,5612,52.218533,-1.861433
"M84050","MARKET QUARTER MEDICAL PRACTICE","CV21 3HX",12,8440,52.377674,-1.253742
"M84051","OLD MILL SURGERY","CV11 5PQ",11,12568,52.51945,-1.474827
"M84055","STOCKINGFORD MEDICAL CENTRE","CV10 8EJ",3,2271,52.52059,-1.492905
"M84059","SPA MEDICAL CENTRE","CV31 1NE",9,4122,52.284514,-1.525278
"M84060","THE ARROW SURGERY","B49 6QR",7,6553,52.218533,-1.861433
"M84061","BULKINGTON SURGERY","CV12 9JB",10,5592,52.476454,-1.423139
"M84062","VALE OF RED HORSE","CV35 0LP",16,6222,52.157984,-1.51034
"M84063","CHASE MEADOW HEALTH CENTRE","CV34 6JY",10,6919,52.268838,-1.608604
"M84064","WHITNASH MEDICAL CENTRE","CV31 2LT",8,6435,52.262422,-1.52592
"M84065","BEECH TREE MEDICAL PRACTICE","CV21 3HX",10,6893,52.377674,-1.253742
"M84066","MEON MEDICAL CENTRE","CV37 8TA",7,5578,52.120514,-1.743002
"M84067","BENNFIELD SURGERY","CV21 2DN",9,7859,52.372669,-1.265622
"M84069","BUDBROOKE MEDICAL CENTRE","CV35 8SA",9,5364,52.282852,-1.62301
"M84070","WARWICK GATES FAM.HTH.CTR","CV34 6DZ",15,10394,52.268666,-1.53869
"M84609","WOODLANDS SURGERY","CV12 0AJ",4,4469,52.479427,-1.491376
"M84612","STATION STREET SURGERY","CV9 1DB",3,4221,52.576705,-1.54831
"M84615","HARTSHILL HEALTH CENTRE","CV10 0PB",5,6871,52.536404,-1.521361
"M84616","BROOKSIDE SURGERY","CV23 9NH",9,4134,52.35048,-1.399088
"M84618","RUGBY ROAD SURGERY","CV12 9JE",2,3611,52.476714,-1.419352
"M84620","LAPWORTH SURGERY","B94 6LH",3,2834,52.337823,-1.728375
"M84621","QUEENS ROAD SURGERY","CV11 5LE",1,2716,52.522119,-1.474524
"M84627","THE OLD COLE HOUSE PRACTICE","CV12 8LH",3,4100,52.477262,-1.475043
"M84629","ST WULFSTAN SURGERY","CV47 0FG",15,8054,52.247706,-1.398312
"M86001","WILLENHALL PRIMARY CARE CENTRE - 1","CV3 3DG",8,6572,52.387714,-1.459978
"M86002","LONGFORD PRIMARY CARE CENTRE","CV6 6DR",8,8144,52.449933,-1.48555
"M86003","SKY BLUE MEDICAL GROUP","CV3 6EA",20,16524,52.382159,-1.527494
"M86004","ALLESLEY PARK MEDICAL CTR","CV5 9JE",19,20494,52.413015,-1.555343
"M86005","HILLFIELDS HEALTH CENTRE - 1","CV1 4FS",8,4263,52.413455,-1.507828
"M86006","JUBILEE HEALTHCARE","CV1 3GB",12,9700,52.403423,-1.518884
"M86007","PHOENIX FAMILY CARE","CV3 6GQ",8,6137,52.390005,-1.51543
"M86008","THE GABLES MEDICENTRE","CV6 4DD",9,9843,52.441056,-1.508316
