"","CODE","NAME","POSTCODE","Number_of_Practitioners","NUMBER_OF_PATIENTS"
"5421","F86731","ALDERSBROOK MEDICAL CENTRE","E12 5DL",8,4296
"5422","Y00090","THE DOCTORS HOUSE","IG3 8LF",12,8117
"5423","Y00155","GROVE SURGERY","RM6 4YU",3,9687
"5424","Y00312","THE ROBINS SURGERY, HAROLD HILL HEALTH C","RM3 9SU",4,4924
"5425","Y00403","TROWBRIDGE PRACTICE","E9 5NE",5,7544
"5426","Y00918","GRANVILLE MEDICAL CENTRE","IG1 4JY",5,6654
"5427","Y01280","SHIFA MEDICAL PRACTICE","IG11 7RS",1,2226
"5428","Y01291","CHINGFORD MEDICAL PRACTICE","E4 8LF",12,9079
"5429","Y01719","PRIME PRACTICE PARTNERSHIP","RM10 9HU",9,7294
"5430","Y01795","THE OVAL PRACTICE","RM10 7YU",1,3985
"5431","Y01839","SINNOTT MEDICAL CENTRE","E17 5QB",5,6192
"5432","Y02575","OMNES HEALTHCARE LTD","RM8 2EQ",17,21887
"5433","Y02928","THE PRACTICE ALBERT ROAD","E16 2DY",13,19047
"5434","Y02973","KINGS PARK SURGERY","RM3 0FE",18,8743
"5435","Y02987","AT MEDICS - THE LOXFORD PRACTICE","IG1 2SN",15,23811
"5436","Y03023","ST ANDREWS HEALTH CENTRE","E3 3FF",31,15179
"5437","Y03049","SPRING HILL PRACTICE","N16 5SR",31,14695
"5438","Y04273","LIBERTY BRIDGE ROAD PRACTICE","E20 1AS",26,18347
"5439","Y06592","SPECIAL ALLOCATION SCHEME (NEL)","SE6 4JH",3,156
"5440","M84001","RED ROOFS SURGERY","CV11 5TW",26,14730
"5441","M84002","POOL MEDICAL CENTRE","B80 7QU",13,7662
"5442","M84003","ARBURY MEDICAL CENTRE","CV10 8LW",13,9240
"5443","M84004","WHITEHALL MEDICAL PRACTICE","CV21 3AQ",13,14284
"5444","M84005","CHAPEL END SURGERY","CV10 0JH",6,4576
"5445","M84006","PEAR TREE SURGERY","B78 2NR",18,10420
"5446","M84007","DORDON & POLESWORTH GROUP PRACTICE","B78 1QA",17,12829
"5447","M84008","SPRING HILL MEDICAL CENTRE","CV7 8FD",18,10002
"5448","M84009","FENNY COMPTON SURGERY","CV47 2YG",9,5429
"5449","M84010","AVONSIDE HEALTH CENTRE","CV34 5GJ",15,10134
"5450","M84011","BEDWORTH HEALTH CENTRE","CV12 8NQ",31,20907
"5451","M84012","PARK LEYS MEDICAL PRACTICE","CV6 2FL",18,14609
"5452","M84013","CASTLE MEDICAL CENTRE","CV8 1JP",22,12030
"5453","M84014","BRIDGE HOUSE MEDICAL CENTRE","CV37 6HE",16,9287
"5454","M84015","CROFT MEDICAL CENTRE","CV31 1SA",20,14872
"5455","M84016","WOLSTON SURGERY","CV8 3HG",5,4333
"5456","M84017","CLARENDON LODGE MEDICAL CENTRE","CV32 5SS",23,13693
"5457","M84018","BIDFORD HEALTH CENTRE","B50 4LX",13,13318
"5458","M84019","THE ATHERSTONE SURGERY","CV9 1EU",16,16444
"5459","M84020","CLIFTON ROAD SURGERY","CV21 3QF",18,14629
"5460","M84021","ROTHER HOUSE MEDICAL CENTRE","CV37 6PP",31,16515
"5461","M84022","MANOR COURT SURGERY","CV11 5HX",11,8540
"5462","M84023","CENTRAL SURGERY","CV21 3SP",31,20517
"5463","M84024","HENLEY-IN-ARDEN MED CTR","B95 5GD",11,6628
"5464","M84025","SHIPSTON MEDICAL CENTRE","CV36 4BQ",19,11793
"5465","M84026","SOUTHAM SURGERY","CV47 1NY",16,7973
"5466","M84028","PRIORY MEDICAL CENTRE","CV34 4NA",25,18413
"5467","M84029","CUBBINGTON RD SURGERY","CV32 7AT",14,7376
"5468","M84030","HASTINGS HOUSE SURGERY","CV35 9RH",22,12599
"5469","M84031","REVEL SURGERY","CV23 0LU",17,7658
"5470","M84032","WATERSIDE MEDICAL CENTRE","CV31 2BB",14,13483
"5471","M84034","WHITESTONE SURGERY","CV11 4SB",7,2619
"5472","M84035","WESTSIDE MEDICAL CENTRE","CV21 2DN",13,11480
"5473","M84036","ABBEY MEDICAL CENTRE","CV8 1JD",14,14931
"5474","M84037","THE GRANGE MEDICAL CENTRE","CV11 6AB",14,12127
"5475","M84040","SHERBOURNE MEDICAL CENTRE","CV32 4RA",15,10440
"5476","M84041","RIVERSLEY ROAD SURGERY","CV11 5QT",9,6047
"5477","M84042","HAZELWOOD GROUP PRACTICE","B46 3LD",16,10433
"5478","M84043","TRINITY COURT SURGERY","CV37 6HJ",21,19946
"5479","M84044","HARBURY SURGERY","CV33 9HR",10,5908
"5480","M84046","DUNCHURCH SURGERY","CV22 6AP",10,8114
"5481","M84047","TANWORTH-IN-ARDEN MED CTR","B94 5DY",7,4859
"5482","M84049","ALCESTER HEALTH CENTRE","B49 6QR",12,5612
"5483","M84050","MARKET QUARTER MEDICAL PRACTICE","CV21 3HX",12,8440
"5484","M84051","OLD MILL SURGERY","CV11 5PQ",11,12568
"5485","M84055","STOCKINGFORD MEDICAL CENTRE","CV10 8EJ",3,2271
"5486","M84059","SPA MEDICAL CENTRE","CV31 1NE",9,4122
"5487","M84060","THE ARROW SURGERY","B49 6QR",7,6553
"5488","M84061","BULKINGTON SURGERY","CV12 9JB",10,5592
"5489","M84062","VALE OF RED HORSE","CV35 0LP",16,6222
"5490","M84063","CHASE MEADOW HEALTH CENTRE","CV34 6JY",10,6919
"5491","M84064","WHITNASH MEDICAL CENTRE","CV31 2LT",8,6435
"5492","M84065","BEECH TREE MEDICAL PRACTICE","CV21 3HX",10,6893
"5493","M84066","MEON MEDICAL CENTRE","CV37 8TA",7,5578
"5494","M84067","BENNFIELD SURGERY","CV21 2DN",9,7859
"5495","M84069","BUDBROOKE MEDICAL CENTRE","CV35 8SA",9,5364
"5496","M84070","WARWICK GATES FAM.HTH.CTR","CV34 6DZ",15,10394
"5497","M84609","WOODLANDS SURGERY","CV12 0AJ",4,4469
"5498","M84612","STATION STREET SURGERY","CV9 1DB",3,4221
"5499","M84615","HARTSHILL HEALTH CENTRE","CV10 0PB",5,6871
"5500","M84616","BROOKSIDE SURGERY","CV23 9NH",9,4134
"5501","M84618","RUGBY ROAD SURGERY","CV12 9JE",2,3611
"5502","M84620","LAPWORTH SURGERY","B94 6LH",3,2834
"5503","M84621","QUEENS ROAD SURGERY","CV11 5LE",1,2716
"5504","M84627","THE OLD COLE HOUSE PRACTICE","CV12 8LH",3,4100
"5505","M84629","ST WULFSTAN SURGERY","CV47 0FG",15,8054
"5506","M86001","WILLENHALL PRIMARY CARE CENTRE - 1","CV3 3DG",8,6572
"5507","M86002","LONGFORD PRIMARY CARE CENTRE","CV6 6DR",8,8144
"5508","M86003","SKY BLUE MEDICAL GROUP","CV3 6EA",20,16524
"5509","M86004","ALLESLEY PARK MEDICAL CTR","CV5 9JE",19,20494
"5510","M86005","HILLFIELDS HEALTH CENTRE - 1","CV1 4FS",8,4263
"5511","M86006","JUBILEE HEALTHCARE","CV1 3GB",12,9700
"5512","M86007","PHOENIX FAMILY CARE","CV3 6GQ",8,6137
"5513","M86008","THE GABLES MEDICENTRE","CV6 4DD",9,9843
"5514","M86009","ENGLETON HOUSE SURGERY","CV6 3HZ",27,25128
"5515","M86010","FORREST MEDICAL CENTRE","CV4 8FT",19,10981
"5516","M86012","PRIORY GATE PRACTICE","CV1 4FS",8,8257
"5517","M86014","THE FORUM HEALTH CENTRE","CV2 5EP",17,20418
"5518","M86015","KENYON MEDICAL CENTRES","CV3 3AD",16,13626
"5519","M86016","GODIVA GROUP PRACTICE","CV2 4LJ",10,19114
"5520","M86017","MANSFIELD MEDICAL CENTRE","CV3 1JB",13,10136
"5521","M86018","MOSELEY AVENUE SURGERY","CV6 1HS",13,11800
"5522","M86019","WESTWOOD MEDICAL H/CENTRE","CV4 9DR",3,4527
"5523","M86020","WOOD END HEALTH CENTRE","CV2 1XA",12,8400
"5524","M86021","SPRINGFIELD MEDICAL PRACTICE","CV6 2FL",13,6899
"5525","M86027","THE CHEYLESMORE SURGERY","CV3 5PZ",10,11169
"5526","M86028","CENTRAL MEDICAL CENTRE","CV6 5DF",3,3476
"5527","M86029","BROOMFIELD PARK MED.CTR.","CV1 3HQ",15,20413
"5528","M86030","KENSINGTON ROAD SURGERY","CV5 6HY",7,6774
"5529","M86032","HOLBROOKS HEALTH TEAM","CV6 4HN",19,12646
"5530","M86033","WILLENHAL OAK MEDICAL CENTRE","CV3 3DP",8,4151
"5531","M86034","WOODSIDE MEDICAL CENTRE","CV4 9PL",11,10626
"5532","M86035","HENLEY GREEN MEDICAL CENTRE","CV2 1AB",9,7886
"5533","M86037","QUINTON PARK MEDICAL CENTRE","CV3 5PZ",3,3886
"5534","M86038","BREDON AVENUE SURGERY","CV3 2FD",5,2886
"5535","M86039","ALLESLEY VILLAGE SURGERY","CV5 9BD",5,4539
"5536","M86040","WALSGRAVE HEALTH CENTRE","CV2 2SW",3,4695
"5537","M86041","CLAY LANE MEDICAL PRACTICE","CV2 4LJ",5,8706
"5538","M86044","PARK HOUSE","CV1 2DL",4,4010
"5539","M86045","PARADISE MEDICAL CENTRE","CV6 5BG",6,7352
"5540","M86046","COPSEWOOD MEDICAL CENTRE","CV2 5NB",8,5313
"5541","M86048","WINDMILL SURGERY","CV6 6DR",7,7709
"5542","M86605","LIMBRICK WOOD SURGERY","CV4 9PN",5,2902
"5543","M86610","ST GEORGES ROAD SURGERY","CV1 2DL",2,2338
"5544","M86612","GEORGE ELIOT MEDICAL CENTRE","CV1 4JH",2,3136
"5545","M86617","HILLFIELDS - DR BANO","CV1 4FS",1,2913
"5546","M86622","GOVIND HEALTH CENTRE","CV5 6EU",4,2984
"5547","M86624","COVENTRY GP GROUP OF PRACTICES","CV6 3FA",8,9613
"5548","M86627","STOKE ALDERMOOR MED CTRE","CV3 1EG",2,6261
"5549","M86633","EDGWICK MEDICAL CENTRE","CV6 5LL",6,5183
"5550","M86638","WOODWAY MEDICAL CENTRE","CV2 2RH",5,6053
"5551","Y00060","THE ANCHOR CENTRE","CV1 5FX",4,642
"5552","Y00140","TORCROSS MEDICAL CENTRE","CV2 3NF",3,2154
"5553","Y00996","MERIDIAN PRACTICE","CV1 4FS",4,3991
"5554","Y04882","CHAUCER SURGERY","CV11 4UZ",3,2870
"5555","Y04884","SATIS HOUSE","B46 1TH",5,3353
"5556","Y04965","ALLIANCE TEACHING PRACTICES","CV6 5AR",16,19051
"5557","Y04969","CAMP HILL GP LED HEALTH CENTRE","CV10 9EB",7,4641
"5558","Y06218","BROWNSOVER MEDICAL CENTRE","CV21 1JF",10,8310
"5559","M85002","HANDSWORTH WOOD MED.CTR.","B20 2ES",36,20022
"5560","M85009","HAMSTEAD ROAD SURGERY","B20 2QR",6,6198
"5561","M85019","TOWER HILL PARTNERSHIP","B42 1BT",21,17425
"5562","M85020","RAYDOCS NEWTOWN","B19 2ET",21,19773
"5563","M85069","LAURIE PIKE HEALTH CENTRE","B6 6BB",33,16621
"5564","M85082","HANDSWORTH MEDICAL PRACT.","B21 9NH",2,4082
"5565","M85098","ROTTON PARK MEDICAL CENTRE","B16 0LU",9,5128
"5566","M85124","BELLEVUE MEDICAL CENTRE","B5 7LX",22,10738
"5567","M85145","THE SLIEVE SURGERY","B20 2NR",9,7896
"5568","M85164","NEWPORT MEDICAL GROUP","B12 8QE",7,12689
"5569","M85176","KIRPAL MEDICAL PRACTICE","B21 9RY",5,5000
"5570","M85178","MODALITY ENKI MEDICAL PRACTICE","B19 1BP",25,10189
"5571","M85634","HEATHFIELD FAMILY CENTRE","B19 1HL",10,8138
"5572","M85676","VICTORIA ROAD MEDICAL CTR","B6 5HP",15,5347
"5573","M85684","CITY ROAD MEDICAL CENTRE","B16 0HH",5,2751
"5574","M85697","CHURCH ROAD SURGERY","B6 5UP",4,4484
"5575","M85715","SOHO ROAD PRIMARY CARE CENTRE","B21 9RY",7,10818
"5576","M85721","HOLYHEAD PRIMARY HEALTH CARE CENTRE","B21 0HL",5,10016
"5577","M85757","SOHO ROAD HEALTH CENTRE","B21 9RY",3,3713
"5578","M85778","HALCYON MEDICAL","B2 4UH",12,11255
"5579","M85797","HOCKLEY MEDICAL PRACTICE","B1 3AL",4,9045
"5580","M87001","MEADOWBROOK SURGERY","B63 1AB",4,6916
"5581","M87003","MOSS GROVE SURGERY","DY6 9HS",23,19822
"5582","M87005","THREE VILLAGES MEDICAL PRACTICE","DY8 4JB",12,10998
"5583","M87006","EVE HILL MEDICAL PRACTICE","DY1 2QD",8,8255
"5584","M87007","THE RIDGEWAY SURGERY","DY3 3UH",9,11380
"5585","M87008","KINGSWINFORD MEDICAL PRACTICE","DY6 8DN",12,8059
"5586","M87009","AW SURGERIES","DY5 3EE",21,17120
"5587","M87010","THE WATERFRONT SURGERY","DY5 1RU",14,8293
"5588","M87011","LION HEALTH","DY8 3SS",44,30356
"5589","M87012","THE GREENS HEALTH CENTRE","DY1 3QZ",7,7408
"5590","M87013","TANDON MEDICAL CENTRE (ORAM & PARTNERS)","DY4 7QU",21,11384
"5591","M87014","LAPAL MEDICAL PRACTICE","B62 0HP",13,7493
"5592","M87015","LOWER GORNAL MEDICAL PRACTICE","DY3 2NQ",14,8583
"5593","M87016","WOODSETTON MEDICAL CENTRE","DY3 1AF",8,6913
"5594","M87017","STEPPINGSTONES MEDICAL PRACTICE","DY1 1RT",7,8410
"5595","M87018","THE SUMMERHILL SURGERY","DY6 9JG",8,6347
"5596","M87019","THE LIMES SURGERY MEDICAL CENTRE","DY9 8LL",6,6590
"5597","M87020","FELDON LANE PRACTICE","B62 9DR",11,9567
"5598","M87021","COSELEY MEDICAL CENTRE","WV14 9DJ",8,7029
"5599","M87023","WORDSLEY GREEN HEALTH CENTRE","DY8 5PD",13,9597
"5600","M87024","WYCHBURY MEDICAL GROUP","DY9 9DS",31,21919
"5601","M87025","CROSS STREET HEALTH CENTRE","DY1 1RN",7,5148
"5602","M87026","ST JAMES MEDICAL PRACTICE2","DY1 2BY",5,5027
"5603","M87027","QUARRY BANK MEDICAL CENTRE","DY5 2AE",7,4607
"5604","M87028","ANCHOR MEDICAL PRACTICE","DY2 9PU",9,7858
"5605","M87030","PEDMORE MEDICAL PRACTICE","DY9 8DJ",8,4064
"5606","M87034","CLEMENT ROAD MEDICAL PRACTICE","B62 9LR",7,4978
"5607","M87036","BEAN MEDICAL PRACTICE","DY2 8TH",5,3808
"5608","M87037","NORTHWAY MEDICAL CENTRE","DY3 3QY",9,6489
"5609","M87041","RANGEWAYS ROAD SURGERY","DY6 8PN",8,5609
"5610","M87601","KEELINGE HOUSE","DY1 2ER",7,6674
"5611","M87602","HALESOWEN MEDICAL PRACTICE","B63 4WD",13,9966
"5612","M87605","CENTRAL CLINIC","DY2 7BX",3,3994
"5613","M87612","ST JAMES MEDICAL PRACTICE1","DY1 2BY",3,2449
"5614","M87617","LINKS MEDICAL PRACTICE","DY2 9PU",8,5070
"5615","M87618","QUINCY RISE SURGERY","DY5 3JR",7,2978
"5616","M87620","CASTLE MEADOWS SURGERY","DY1 2TY",7,5962
"5617","M87621","BATH STREET MEDICAL CENTRE","DY3 1LS",7,2952
"5618","M87623","ALEXANDRA MEDICAL CENTRE","B63 3UH",3,3003
"5619","M87628","CHAPEL STREET MEDICAL CENTRE","DY9 8BT",8,2648
"5620","M87638","THORNS ROAD SURGERY","DY5 2JS",3,3635
"5621","M88001","THE VILLAGE MEDICAL CENTRE","WS10 0EB",7,7782
"5622","M88002","THE SMETHWICK MEDICAL CENTRE","B66 3BQ",18,8871
"5623","M88003","WARLEY MEDICAL CENTRE","B68 0RT",14,11127
"5624","M88004","REGIS MEDICAL CENTRE","B65 0BA",61,45018
"5625","M88007","OAKESWELL HEALTH CENTRE","WS10 9HP",7,9430
"5626","M88008","STONE CROSS MEDICAL CENTRE","B71 3LN",8,5344
"5627","M88009","NORVIC FAMILY PRACTICE","B66 3PZ",11,9415
"5628","M88010","SWANPOOL MEDICAL CENTRE","DY4 0SZ",11,8418
"5629","M88013","BLACK COUNTRY FAMILY PRACTICE","DY4 8PX",12,14306
"5630","M88014","DR GUDI PV & PARTNER","B70 0PU",3,5461
"5631","M88015","GREAT BARR PRACTICE","B43 7HB",10,11785
"5632","M88016","OLD HILL MEDICAL CENTRE","B64 6JN",10,1958
"5633","M88018","OLDBURY HEALTH CENTRE","B69 4DE",15,19991
"5634","M88019","BEARWOOD ROAD SURGERY","B66 4ES",5,2580
"5635","M88021","SCOTT ARMS MEDICAL CENTRE","B43 6EE",10,11401
"5636","M88022","JUBILEE HEALTH CENTRE","WS10 7AR",5,4131
"5637","M88023","TAME VALLEY MEDICAL CENTRE","WS10 0EB",6,4254
"5638","M88026","PORTWAY FAMILY PRACTICE","B69 1HE",3,4650
"5639","M88030","CHURCH VIEW SURGERY","B64 6JE",7,6098
"5640","M88031","HAWES LANE SURGERY","B65 9AF",3,4025
"5641","M88035","NEW STREET SURGERY","B70 0HN",8,3604
"5642","M88038","LINKWAY MEDICAL PRACTICE","B70 7AW",21,14022
"5643","M88040","ST PAUL'S MEDICAL PRACTICE","B66 1HB",6,7892
"5644","M88041","HAWTHORNS MEDICAL CENTRE","B66 2DD",3,3442
"5645","M88042","BEARWOOD MEDICAL CENTRE","B67 5BP",3,4814
"5646","M88043","HADEN VALE SURGERY","B64 7HG",7,6696
"5647","M88044","WEST BROM P'SHIPS FOR HEALTH","B70 8PG",5,3915
"5648","M88600","THE VICTORIA SURGERY","DY4 8SS",3,3590
"5649","M88610","SAREPHED MEDICAL CENTRE","B67 6AJ",8,4563
"5650","M88612","GLEBEFIELDS SURGERY","DY4 0SN",6,3986
"5651","M88616","GREAT BRIDGE PSHIP FOR HEALTH","DY4 7EY",16,12685
"5652","M88618","WALFORD STREET, TIVIDALE","B69 2LD",13,2121
"5653","M88619","DR ARORA RK","B70 7AW",15,8921
"5654","M88620","CAUSEWAY GREEN ROAD SURGERY","B68 8LJ",5,2881
"5655","M88625","ST PAUL'S PARTNERSHIP - LYNG MEDICAL","B70 7AW",2,3244
"5656","M88626","DR UI HAQUE N","B70 6JX",6,2547
"5657","M88627","DR BHADAURIA BS","WS10 7AR",NA,2241
"5658","M88628","DR SINGH M","B70 8HQ",3,3125
"5659","M88630","CLIFTON LANE MEDICAL CENTRE","B71 3AS",7,5349
"5660","M88633","LODGE ROAD SURGERY","B67 7LU",3,5471
"5661","M88635","DOG KENNEL LANE SURGERY","B68 9LZ",2,1970
"5662","M88639","ST PAULS PARTNERS","B70 6JX",4,2980
"5663","M88640","WARLEY ROAD SURGERY","B68 9SZ",2,3487
"5664","M88643","THE SPIRES HEALTH CENTRE","WS10 7EH",8,5087
"5665","M88645","HILL TOP MEDICAL CENTRE","B68 9DU",12,10650
"5666","M88646","DR DEWAN VK","B70 7AW",2,2088
"5667","M88647","ROOD END MEDICAL PRACTICE","B68 8JB",4,4479
"5668","M91003","SINA HEALTH CENTRE","WV12 5XZ",7,7298
"5669","M91004","ST PETER'S SURGERY","WS2 8DA",14,9916
"5670","M91006","PARKSIDE MEDICAL PRACTICE","WS8 7JG",3,4188
"5671","M91007","ST JOHN'S MEDICAL CENTRE","WS9 9LP",10,9796
"5672","M91008","LITTLE LONDON SURGERY","WS1 3EP",5,8729
"5673","M91009","STREETS CORNER SURGERY","WS9 9NP",7,5658
"5674","M91010","PORTLAND MEDICAL PRACTICE","WS9 8AJ",9,8925
"5675","M91011","THE LIMES MEDICAL CENTRE","WS1 2LX",5,7141
"5676","M91013","LOCKFIELD SURGERY","WV13 2DR",8,10209
"5677","M91014","BRACE STREET HEALTH CENTRE","WS1 3PS",8,2676
"5678","M91015","UMBRELLA MEDICAL","WS1 1UG",28,9189
"5679","M91016","NEW INVENTION HEALTH CENTRE","WV12 5RZ",13,6500
"5680","M91017","NORTHGATE MEDICAL CENTRE","WS9 8AJ",14,10056
"5681","M91018","SADDLERS HEALTH CENTRE","WS1 1YB",4,3348
"5682","M91019","RUSHALL MEDICAL CENTRE","WS4 1HB",19,15153
"5683","M91020","SYCAMORE HOUSE MEDICAL CENTRE","WS1 2NL",8,5266
"5684","M91021","LOCKSTOWN PRACTICE","WV13 2DR",7,8115
"5685","M91024","DR NAMBISAN SURGERY","WS3 4LN",3,2430
"5686","M91026","DARLASTON FAMILY PRACTICE","WS10 8SY",7,4983
"5687","M91028","KINGFISHER BERKLEY PRACTICE","WS2 0BA",13,8536
"5688","M91029","MOSSLEY & DUDLEY FIELDS MEDICAL PRACTICE","WS3 2TA",9,5154
"5689","M91032","COLLINGWOOD FAMILY PRACTICE","B43 7NF",6,4788
"5690","M91033","WILLENHALL MEDICAL CENTRE","WV13 2DR",7,5235
"5691","M91034","BLOXWICH MEDICAL PRACTICE","WS3 3JP",6,4801
"5692","M91036","HARDEN HEALTH CENTRE","WS3 1ET",4,3068
"5693","M91602","KHAN MEDICAL PRACTICE","WS3 3JP",2,2051
"5694","M91609","NEW ROAD MEDICAL CENTRE","WS8 7JG",5,1904
"5695","M91611","BEECHDALE CENTRE","WS2 7EZ",3,2728
"5696","M91612","ST MARY'S SURGERY","WS3 3JP",5,3041
"5697","M91613","FORRESTER STREET MEDICAL CENTRE","WS2 9PL",11,9708
"5698","M91614","STROUD PRACTICE","WS2 0BA",11,6967
"5699","M91616","PLECK HEALTH CENTRE","WS2 9HY",10,7695
"5700","M91619","BROADWAY MEDICAL CENTRE","WS1 3HD",5,5395
"5701","M91621","PALFREY HEALTH CENTRE","WS1 4JQ",6,4788
"5702","M91623","LOWER FARM HEALTH CENTRE","WS3 3RT",8,1741
"5703","M91624","MOXLEY MEDICAL CENTRE","WS10 8TF",4,3085
"5704","M91626","HOLLAND PARK SURGERY","WS8 7JB",15,4481
"5705","M91628","BRACE STREET HC- KUMAR","WS1 3PS",4,2980
"5706","M91629","BIRCHILLS HEALTH CENTRE","WS2 8QH",4,6195
"5707","M91637","BLACKWOOD HEALTH CENTRE","B74 3PL",5,3579
"5708","M91639","WALSALL WOOD HEALTH CENTRE","WS9 9NP",3,1810
"5709","M91640","ROUGH HAY SURGERY","WS10 8NQ",2,3840
"5710","M91641","DR ALI SURGERY","WS10 9JS",3,4044
"5711","M91647","PILLAI","WS3 3JP",6,4913
"5712","M91650","PINFOLD MEDICAL","WS3 3JP",6,9210
"5713","M91654","HIGH STREET SURGERY","WS3 4LX",3,2913
"5714","M91659","BRACE STREET HC- MAHBUB (M91659)","WS1 3PS",5,2891
"5715","M91660","MODALITY DARLASTON PRACTICE","WS10 8SY",5,4994
"5716","M92001","POPLARS MEDICAL CENTRE","WV10 9PG",3,3350
"5717","M92002","ALFRED SQUIRE ROAD SURGERY","WV11 1XU",8,8400
"5718","M92004","PRIMROSE LANE PRACTICE","WV10 8RN",2,2891
"5719","M92006","COALWAY ROAD SURGERY","WV3 7NA",7,4540
"5720","M92007","LEA ROAD MEDICAL PRACTICE","WV3 0LS",12,6649
"5721","M92008","CASTLECROFT MEDICAL PRACTICE","WV3 8JN",12,12457
"5722","M92009","PRESTBURY MEDICAL PRACTICE","WV11 1HT",14,13736
"5723","M92010","TETTENHALL MEDICAL PRACTICE","WV6 9LL",13,11850
"5724","M92011","RWT PRACTICES","WV4 5PY",36,10925
"5725","M92012","DUNCAN STREET PRIMARY CARE CENTRE","WV2 3AN",10,10433
"5726","M92013","DR SINHA & TAHIR","WV10 0BD",9,7001
"5727","M92014","DR FOWLER","WV10 6AR",1,2156
"5728","M92015","IMPROVING HEALTH (IH) MEDICAL","WV14 6PW",7,3323
"5729","M92016","TUDOR MEDICAL CENTRE","WV6 0PS",14,19836
"5730","M92019","KEATS GROVE SURGERY","WV10 8LY",8,6375
"5731","M92022","ASHMORE PARK MEDICAL CENTRE","WV11 2LH",3,4164
"5732","M92026","GRIFFITHS DRIVE MEDICAL PRACTICE","WV11 2JN",10,3814
"5733","M92028","THORNLEY STREET SURGERY","WV1 1JP",11,9960
"5734","M92029","NEWBRIDGE SURGERY","WV6 0DE",5,5294
"5735","M92039","DR ST PIERRE-LIBBERTON","WV10 8PJ",15,6879
"5736","M92040","MAYFIELD MEDICAL PRACTICE","WV1 2GZ",6,9844
"5737","M92041","PROBERT ROAD SURGERY","WV10 6UF",6,4544
"5738","M92042","WEST PARK SURGERY","WV1 4PW",4,3939
"5739","M92043","PENN SURGERY","WV3 7LR",7,6228
"5740","M92044","WARSTONES SURGERY","WV4 4PS",2,4194
"5741","M92607","WHITMORE REANS MEDICAL PRACTICE","WV6 0QL",8,15571
"5742","M92609","ASHFIELD ROAD SURGERY","WV10 6QX",6,5676
"5743","M92612","HEALTH AND BEYOND","WV2 2AU",26,38359
"5744","M92627","BILSTON FAMILY PRACTICE","WV14 6PW",6,3679
"5745","M92629","FORDHOUSES MEDICAL CENTRE","WV10 6RU",3,3842
"5746","M92630","EAST PARK MEDICAL PRACTICE","WV1 2LW",8,5628
"5747","M92640","TETTENHALL ROAD MEDICAL PRACTICE","WV6 0DD",5,2547
"5748","M92649","DR MUDIGONDA","WV14 6PW",5,3728
"5749","M92654","BAGARY'S MEDICAL PRACTICE","WV10 9SX",14,7608
"5750","Y00228","AMBAR MEDICAL CENTRE","WS1 4JQ",6,2358
"5751","Y00278","DARLASTON HEALTH CENTRE","WS10 8SY",2,3094
"5752","Y00412","SOHO HEALTH CENTRE","B21 9RY",5,5600
"5753","Y00471","BROADWAY HEALTH CENTRE","B18 7BA",6,6754
"5754","Y00492","SUMMERFIELD GROUP PRACTICE","B18 7AL",8,8479
"5755","Y01057","THE HEALTH XCHANGE","B4 6HA",1,981
"5756","Y01756","STOURSIDE MEDICAL PRACTICE","B63 3HN",14,5911
"5757","Y02212","DUDLEY WOOD SURGERY","DY2 0EF",9,2602
"5758","Y02626","THE KEYS FAMILY PRACTICE","WV13 2NY",12,4758
"5759","Y02627","HARDEN BLAKENALL","WS3 1LZ",15,12551
"5760","Y02636","PENNFIELDS MEDICAL CENTRE","WV3 0JH",13,5759
"5761","Y02653","HIGH OAK SURGERY","DY5 1RU",10,3959
"5762","Y02701","GREAT BRIDGE HEALTH CENTRE","B70 0BF",24,9418
"5763","Y02736","SHOWELL PARK HEALTH CENTRE","WV10 9ST",18,6028
"5764","Y02757","BILSTON URBAN VILLAGE MEDICAL CENTRE","WV14 0EE",15,12893
"5765","Y06378","HEATH STREET HEALTH CENTRE","B18 7AL",6,6122
"5766","H81013","BARTLETT GROUP PRACTICE","GU16 6QQ",48,27281
"5767","H81027","FARNHAM PARK HEALTH GROUP","GU9 9QS",30,17526
"5768","H81039","PARK HOUSE SURGERY","GU19 5AQ",14,6802
"5769","H81040","STATION ROAD SURGERY","GU16 7HG",15,8008
"5770","H81047","RUNNYMEDE MEDICAL PRACTICE","TW20 0PF",18,11653
"5771","H81069","PARK ROAD GROUP PRACTICE","GU15 2NN",29,21475
"5772","H81075","UPPER GORDON ROAD SURGERY","GU15 2HJ",24,11574
"5773","H81082","CAMBERLEY HEALTH CENTRE","GU15 2QA",16,9749
"5774","H81088","DOWNING STREET GROUP PRACTICE","GU9 7PA",23,12730
"5775","H81110","HOLLY TREE SURGERY","GU10 4TG",11,6273
"5776","H81130","LIGHTWATER SURGERY","GU18 5SQ",14,13050
"5777","H81615","FARNHAM DENE MEDICAL PRACTICE","GU10 3RB",21,13233
"5778","J82015","GIFFARD DRIVE SURGERY","GU14 8QB",18,8668
"5779","J82049","THE OAKLEY HEALTH GROUP","GU17 0DD",29,28858
"5780","J82066","THE CAMBRIDGE PRACTICE","GU11 1AY",33,22263
"5781","J82067","VOYAGER FAMILY HEALTH","GU14 0NP",26,17895
"5782","J82099","RICHMOND SURGERY","GU52 7US",8,14614
"5783","J82110","HART HEALTH PARTNERSHIP","GU51 4PE",40,14787
